,plotid,sampleid,lon,lat,flagged,collection_time,analysis_duration,imagery_title,imagery_attributions,sample_geom,Land Cover Elements,AOI Number
7468,2800,279969,-73.97805613147897,40.68529428782125,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.97805613147897 40.68529428782125),Impervious Surface (no building),28
7469,2800,279970,-73.97805613147897,40.68536240718564,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.97805613147897 40.685362407185636),Impervious Surface (no building),28
7470,2800,279971,-73.97796629995054,40.68474933039968,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.97796629995054 40.68474933039968),Impervious Surface (no building),28
7471,2800,279972,-73.97796629995054,40.68481745032108,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.97796629995054 40.68481745032108),Impervious Surface (no building),28
7472,2800,279973,-73.97796629995054,40.68488557017281,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.97796629995054 40.68488557017281),Impervious Surface (no building),28
7473,2800,279974,-73.97796629995054,40.68495368995494,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.97796629995054 40.68495368995494),Impervious Surface (no building),28
7474,2800,279975,-73.97796629995054,40.68502180966746,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.97796629995054 40.68502180966746),Impervious Surface (no building),28
7475,2800,279976,-73.97796629995054,40.68508992931032,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.97796629995054 40.68508992931032),Impervious Surface (no building),28
7476,2800,279977,-73.97796629995054,40.68515804888361,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.97796629995054 40.68515804888361),Impervious Surface (no building),28
7477,2800,279978,-73.97796629995054,40.68522616838723,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.97796629995054 40.68522616838723),Impervious Surface (no building),28
7478,2800,279979,-73.97796629995054,40.68529428782125,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.97796629995054 40.68529428782125),Impervious Surface (no building),28
7479,2800,279980,-73.97796629995054,40.68536240718564,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.97796629995054 40.685362407185636),Impervious Surface (no building),28
7480,2800,279981,-73.97787646842212,40.68474933039968,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.97787646842212 40.68474933039968),Impervious Surface (no building),28
7481,2800,279982,-73.97787646842212,40.68481745032108,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.97787646842212 40.68481745032108),Impervious Surface (no building),28
7482,2800,279983,-73.97787646842212,40.68488557017281,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.97787646842212 40.68488557017281),Impervious Surface (no building),28
7483,2800,279984,-73.97787646842212,40.68495368995494,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.97787646842212 40.68495368995494),Impervious Surface (no building),28
7484,2800,279985,-73.97787646842212,40.68502180966746,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.97787646842212 40.68502180966746),Impervious Surface (no building),28
7485,2800,279986,-73.97787646842212,40.68508992931032,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.97787646842212 40.68508992931032),Impervious Surface (no building),28
7486,2800,279987,-73.97787646842212,40.68515804888361,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.97787646842212 40.68515804888361),Impervious Surface (no building),28
7487,2800,279988,-73.97787646842212,40.68522616838723,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.97787646842212 40.68522616838723),Impervious Surface (no building),28
7488,2800,279989,-73.97787646842212,40.68529428782125,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.97787646842212 40.68529428782125),Impervious Surface (no building),28
7489,2800,279990,-73.97787646842212,40.68536240718564,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.97787646842212 40.685362407185636),Impervious Surface (no building),28
7490,2800,279991,-73.9777866368937,40.68474933039968,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.9777866368937 40.68474933039968),Impervious Surface (no building),28
7491,2800,279992,-73.9777866368937,40.68481745032108,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.9777866368937 40.68481745032108),Building,28
7492,2800,279993,-73.9777866368937,40.68488557017281,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.9777866368937 40.68488557017281),Building,28
7493,2800,279994,-73.9777866368937,40.68495368995494,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.9777866368937 40.68495368995494),Impervious Surface (no building),28
7494,2800,279995,-73.9777866368937,40.68502180966746,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.9777866368937 40.68502180966746),Impervious Surface (no building),28
7495,2800,279996,-73.9777866368937,40.68508992931032,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.9777866368937 40.68508992931032),Impervious Surface (no building),28
7496,2800,279997,-73.9777866368937,40.68515804888361,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.9777866368937 40.68515804888361),Impervious Surface (no building),28
7497,2800,279998,-73.9777866368937,40.68522616838723,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.9777866368937 40.68522616838723),Impervious Surface (no building),28
7498,2800,279999,-73.9777866368937,40.68529428782125,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.9777866368937 40.68529428782125),Building,28
7499,2800,280000,-73.9777866368937,40.68536240718564,False,2022-06-15 20:16,223.9 secs,Mapbox Satellite,,POINT(-73.9777866368937 40.685362407185636),Building,28
11100,2900,289901,-121.92543995698092,37.520272531778886,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92543995698091 37.520272531778886),grass,29
11101,2900,289902,-121.92543995698092,37.52034378053463,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92543995698091 37.52034378053463),Impervious Surface (no building),29
11102,2900,289903,-121.92543995698092,37.52041502922236,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92543995698091 37.52041502922236),Impervious Surface (no building),29
11103,2900,289904,-121.92543995698092,37.52048627784205,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92543995698091 37.52048627784205),Trees_CanopyCover,29
11104,2900,289905,-121.92543995698092,37.52055752639368,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92543995698091 37.520557526393674),grass,29
11105,2900,289906,-121.92543995698092,37.52062877487731,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92543995698091 37.52062877487731),grass,29
11106,2900,289907,-121.92543995698092,37.52070002329289,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92543995698091 37.52070002329289),Trees_CanopyCover,29
11107,2900,289908,-121.92543995698092,37.52077127164041,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92543995698091 37.52077127164041),grass,29
11108,2900,289909,-121.92543995698092,37.52084251991992,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92543995698091 37.520842519919924),Impervious Surface (no building),29
11109,2900,289910,-121.92543995698092,37.52091376813142,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92543995698091 37.52091376813142),Impervious Surface (no building),29
11110,2900,289911,-121.92535012545248,37.520272531778886,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92535012545248 37.520272531778886),Trees_CanopyCover,29
11111,2900,289912,-121.92535012545248,37.52034378053463,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92535012545248 37.52034378053463),Trees_CanopyCover,29
11112,2900,289913,-121.92535012545248,37.52041502922236,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92535012545248 37.52041502922236),Impervious Surface (no building),29
11113,2900,289914,-121.92535012545248,37.52048627784205,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92535012545248 37.52048627784205),Trees_CanopyCover,29
11114,2900,289915,-121.92535012545248,37.52055752639368,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92535012545248 37.520557526393674),grass,29
11115,2900,289916,-121.92535012545248,37.52062877487731,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92535012545248 37.52062877487731),Trees_CanopyCover,29
11116,2900,289917,-121.92535012545248,37.52070002329289,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92535012545248 37.52070002329289),Impervious Surface (no building),29
11117,2900,289918,-121.92535012545248,37.52077127164041,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92535012545248 37.52077127164041),Impervious Surface (no building),29
11118,2900,289919,-121.92535012545248,37.52084251991992,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92535012545248 37.520842519919924),Impervious Surface (no building),29
11119,2900,289920,-121.92535012545248,37.52091376813142,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92535012545248 37.52091376813142),Impervious Surface (no building),29
11120,2900,289921,-121.92526029392404,37.520272531778886,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92526029392405 37.520272531778886),grass,29
11121,2900,289922,-121.92526029392404,37.52034378053463,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92526029392405 37.52034378053463),grass,29
11122,2900,289923,-121.92526029392404,37.52041502922236,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92526029392405 37.52041502922236),Impervious Surface (no building),29
11123,2900,289924,-121.92526029392404,37.52048627784205,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92526029392405 37.52048627784205),Impervious Surface (no building),29
11124,2900,289925,-121.92526029392404,37.52055752639368,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92526029392405 37.520557526393674),Impervious Surface (no building),29
11125,2900,289926,-121.92526029392404,37.52062877487731,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92526029392405 37.52062877487731),Impervious Surface (no building),29
11126,2900,289927,-121.92526029392404,37.52070002329289,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92526029392405 37.52070002329289),Impervious Surface (no building),29
11127,2900,289928,-121.92526029392404,37.52077127164041,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92526029392405 37.52077127164041),Impervious Surface (no building),29
11128,2900,289929,-121.92526029392404,37.52084251991992,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92526029392405 37.520842519919924),Impervious Surface (no building),29
11129,2900,289930,-121.92526029392404,37.52091376813142,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92526029392405 37.52091376813142),Bare Ground,29
11130,2900,289931,-121.92517046239564,37.520272531778886,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92517046239563 37.520272531778886),grass,29
11131,2900,289932,-121.92517046239564,37.52034378053463,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92517046239563 37.52034378053463),grass,29
11132,2900,289933,-121.92517046239564,37.52041502922236,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92517046239563 37.52041502922236),Impervious Surface (no building),29
11133,2900,289934,-121.92517046239564,37.52048627784205,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92517046239563 37.52048627784205),Impervious Surface (no building),29
11134,2900,289935,-121.92517046239564,37.52055752639368,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92517046239563 37.520557526393674),Impervious Surface (no building),29
11135,2900,289936,-121.92517046239564,37.52062877487731,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92517046239563 37.52062877487731),Impervious Surface (no building),29
11136,2900,289937,-121.92517046239564,37.52070002329289,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92517046239563 37.52070002329289),Impervious Surface (no building),29
11137,2900,289938,-121.92517046239564,37.52077127164041,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92517046239563 37.52077127164041),Bare Ground,29
11138,2900,289939,-121.92517046239564,37.52084251991992,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92517046239563 37.520842519919924),Bare Ground,29
11139,2900,289940,-121.92517046239564,37.52091376813142,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92517046239563 37.52091376813142),Bare Ground,29
11140,2900,289941,-121.9250806308672,37.520272531778886,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92508063086721 37.520272531778886),Impervious Surface (no building),29
11141,2900,289942,-121.9250806308672,37.52034378053463,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92508063086721 37.52034378053463),Impervious Surface (no building),29
11142,2900,289943,-121.9250806308672,37.52041502922236,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92508063086721 37.52041502922236),Impervious Surface (no building),29
11143,2900,289944,-121.9250806308672,37.52048627784205,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92508063086721 37.52048627784205),Impervious Surface (no building),29
11144,2900,289945,-121.9250806308672,37.52055752639368,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92508063086721 37.520557526393674),Impervious Surface (no building),29
11145,2900,289946,-121.9250806308672,37.52062877487731,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92508063086721 37.52062877487731),Impervious Surface (no building),29
11146,2900,289947,-121.9250806308672,37.52070002329289,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92508063086721 37.52070002329289),Bare Ground,29
11147,2900,289948,-121.9250806308672,37.52077127164041,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92508063086721 37.52077127164041),Bare Ground,29
11148,2900,289949,-121.9250806308672,37.52084251991992,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92508063086721 37.520842519919924),Bare Ground,29
11149,2900,289950,-121.9250806308672,37.52091376813142,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92508063086721 37.52091376813142),Bare Ground,29
11150,2900,289951,-121.9249907993388,37.520272531778886,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92499079933879 37.520272531778886),Impervious Surface (no building),29
11151,2900,289952,-121.9249907993388,37.52034378053463,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92499079933879 37.52034378053463),Impervious Surface (no building),29
11152,2900,289953,-121.9249907993388,37.52041502922236,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92499079933879 37.52041502922236),Impervious Surface (no building),29
11153,2900,289954,-121.9249907993388,37.52048627784205,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92499079933879 37.52048627784205),Impervious Surface (no building),29
11154,2900,289955,-121.9249907993388,37.52055752639368,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92499079933879 37.520557526393674),Impervious Surface (no building),29
11155,2900,289956,-121.9249907993388,37.52062877487731,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92499079933879 37.52062877487731),Impervious Surface (no building),29
11156,2900,289957,-121.9249907993388,37.52070002329289,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92499079933879 37.52070002329289),Bare Ground,29
11157,2900,289958,-121.9249907993388,37.52077127164041,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92499079933879 37.52077127164041),Bare Ground,29
11158,2900,289959,-121.9249907993388,37.52084251991992,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92499079933879 37.520842519919924),Bare Ground,29
11159,2900,289960,-121.9249907993388,37.52091376813142,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92499079933879 37.52091376813142),Bare Ground,29
11160,2900,289961,-121.92490096781036,37.520272531778886,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92490096781036 37.520272531778886),Impervious Surface (no building),29
11161,2900,289962,-121.92490096781036,37.52034378053463,False,2022-06-15 20:19,414.9 secs,,,POINT(-121.92490096781036 37.52034378053463),grass,29
